HGNC ID	Approved Symbol	Approved Name	RefSeq IDs	Entrez Gene ID(supplied by NCBI)	RefSeq(supplied by NCBI)
HGNC:32383	RP33~withdrawn	symbol withdrawn, see SNRNP200			
HGNC:33161	RP34	retinitis pigmentosa 34 (X-linked recessive)		777642	
HGNC:37092	RP35	retinitis pigmentosa 35 (autosomal dominant)		109729091	
HGNC:38112	RP52	retinitis pigmentosa 52 (autosomal dominant)		109729108	
HGNC:49652	RP63	retinitis pigmentosa 63 (autosomal dominant)		100862681	
HGNC:45126	RP66~withdrawn	symbol withdrawn, see ARL2BP			
HGNC:10289	RPA1	replication protein A1	NM_002945	6117	NM_001355120
HGNC:10290	RPA2	replication protein A2	NM_002946	6118	NM_001286076
HGNC:19676	RPA2P1	replication protein A2 pseudogene 1	NG_002610	326628	NG_002610
HGNC:45117	RPA2P2	replication protein A2 pseudogene 2	NG_022150	389990	NG_022150
HGNC:45118	RPA2P3	replication protein A2 pseudogene 3	NG_024553	100420359	NG_024553
HGNC:10291	RPA3	replication protein A3	NM_002947	6119	NM_002947
HGNC:30305	RPA4	replication protein A4	NM_013347	29935	NM_013347
HGNC:28641	RPAIN	RPA interacting protein	NM_001033002	84268	NM_001033002
HGNC:24567	RPAP1	RNA polymerase II associated protein 1	NM_015540	26015	NM_015540
HGNC:25791	RPAP2	RNA polymerase II associated protein 2	NM_024813	79871	NM_024813
HGNC:45125	RPAP2P1	RNA polymerase II associated protein 2 pseudogene 1	NG_011757	100272220	NG_009362
HGNC:26151	RPAP3	RNA polymerase II associated protein 3	NM_024604	79657	NM_001146075
HGNC:45238	RPARP-AS1	RPARP antisense RNA 1	NR_038937	100505761	NR_038937
HGNC:10292	RPD3L1~withdrawn	symbol withdrawn, see HDAC1			
HGNC:10293	RPE	ribulose-5-phosphate-3-epimerase	NM_006916	6120	NM_001278282
HGNC:10294	RPE65	RPE65, retinoid isomerohydrolase	NM_000329	6121	NM_000329
HGNC:45241	RPEL1	ribulose-5-phosphate-3-epimerase like 1	NM_001143909	729020	NM_001143909
HGNC:44520	RPEP1	ribulose-5-phosphate-3-epimerase pseudogene 1		100420512	NG_024597
HGNC:44521	RPEP2	ribulose-5-phosphate-3-epimerase pseudogene 2		645065	NG_022243
HGNC:44522	RPEP3	ribulose-5-phosphate-3-epimerase pseudogene 3		100420555	NG_027074
HGNC:44523	RPEP4	ribulose-5-phosphate-3-epimerase pseudogene 4		100420665	NG_009057
HGNC:44524	RPEP5	ribulose-5-phosphate-3-epimerase pseudogene 5		106481798	NG_021401
HGNC:44525	RPEP6	ribulose-5-phosphate-3-epimerase pseudogene 6		100420590	NG_024529
HGNC:30350	RPF1	ribosome production factor 1 homolog	NM_025065	80135	NM_025065
HGNC:20870	RPF2	ribosome production factor 2 homolog	NM_032194	84154	NM_001289111
HGNC:16186	RPF2P1	ribosome production factor 2 homolog pseudogene 1		729608	NG_009525
HGNC:44015	RPF2P2	ribosome production factor 2 homolog pseudogene 2		100128462	NG_022073
HGNC:10295	RPGR	retinitis pigmentosa GTPase regulator	NM_000328	6103	NM_000328
HGNC:13436	RPGRIP1	RPGR interacting protein 1	NM_020366	57096	NM_020366
HGNC:29168	RPGRIP1L	RPGRIP1 like	NM_015272	23322	NM_001127897
HGNC:17056	RPH3A	rabphilin 3A	NM_014954	22895	NM_001143854
HGNC:10296	RPH3AL	rabphilin 3A like (without C2 domains)	NM_006987	9501	NM_001190411
HGNC:10297	RPIA	ribose 5-phosphate isomerase A		22934	NM_144563
HGNC:27250	RPIAP1	ribose 5-phosphate isomerase A pseudogene 1		619449	NG_023037
HGNC:10332	RPL3	ribosomal protein L3	NM_000967	6122	NM_000967
HGNC:10351	RPL3L	ribosomal protein L3 like	NM_005061	6123	NM_005061
HGNC:10352	RPL3P1	ribosomal protein L3 pseudogene 1	NG_000877	8488	NG_000877
HGNC:17834	RPL3P2	ribosomal protein L3 pseudogene 2	NG_002397	116935	NG_029347
HGNC:23550	RPL3P3	ribosomal protein L3 pseudogene 3	NG_009544	645798	NG_009544
HGNC:19805	RPL3P4	ribosomal protein L3 pseudogene 4		326307	NG_002559
HGNC:36934	RPL3P5	ribosomal protein L3 pseudogene 5	NG_010767	100130450	NG_010767
HGNC:36395	RPL3P6	ribosomal protein L3 pseudogene 6	NG_010781	643220	NG_010781
HGNC:36797	RPL3P7	ribosomal protein L3 pseudogene 7	NG_010941	642741	NG_010941
HGNC:35498	RPL3P8	ribosomal protein L3 pseudogene 8	NG_009422	646620	NG_009422
HGNC:36839	RPL3P9	ribosomal protein L3 pseudogene 9	NG_011010	100128963	NG_011010
HGNC:36819	RPL3P10	ribosomal protein L3 pseudogene 10	NG_011223	100129004	NG_011223
HGNC:35521	RPL3P11	ribosomal protein L3 pseudogene 11	NG_010281	100131893	NG_010281
HGNC:36298	RPL3P12	ribosomal protein L3 pseudogene 12	NG_010160	100131358	NG_010160
HGNC:48494	RPL3P13	ribosomal protein L3 pseudogene 13		106480199	NG_043489
HGNC:10353	RPL4	ribosomal protein L4	NM_000968	6124	NM_000968
HGNC:23551	RPL4P1	ribosomal protein L4 pseudogene 1	NG_001332	650808	NG_028870
HGNC:36836	RPL4P2	ribosomal protein L4 pseudogene 2	NG_010174	646688	NG_010174
HGNC:35773	RPL4P3	ribosomal protein L4 pseudogene 3	NG_011155	391135	NG_011155
HGNC:36179	RPL4P4	ribosomal protein L4 pseudogene 4	NG_010560	647276	NG_010560
HGNC:35699	RPL4P5	ribosomal protein L4 pseudogene 5	NG_010714	158345	NG_010714
HGNC:35611	RPL4P6	ribosomal protein L4 pseudogene 6	NG_010955	100271033	NG_010955
HGNC:10360	RPL5	ribosomal protein L5	NM_000969	6125	NM_000969
HGNC:10361	RPL5P1	ribosomal protein L5 pseudogene 1	NG_009523	647436	NG_009523
HGNC:16568	RPL5P2	ribosomal protein L5 pseudogene 2	NG_000992	140749	NG_000992
HGNC:31034	RPL5P3	ribosomal protein L5 pseudogene 3	NG_009504	400385	NG_009504
HGNC:36095	RPL5P4	ribosomal protein L5 pseudogene 4	NG_009571	643343	NG_009571
HGNC:35564	RPL5P5	ribosomal protein L5 pseudogene 5	NG_009600	730213	NG_009600
HGNC:35890	RPL5P6	ribosomal protein L5 pseudogene 6	NG_010665	646784	NG_010665
HGNC:36583	RPL5P7	ribosomal protein L5 pseudogene 7	NG_010588	344178	NG_010588
HGNC:36290	RPL5P8	ribosomal protein L5 pseudogene 8	NG_011133	100130523	NG_011133
HGNC:36557	RPL5P9	ribosomal protein L5 pseudogene 9	NG_011239	100270832	NG_011239
HGNC:36846	RPL5P10	ribosomal protein L5 pseudogene 10	NG_009583	645807	NG_009583
HGNC:35483	RPL5P11	ribosomal protein L5 pseudogene 11	NG_010069	402193	NG_010069
HGNC:36221	RPL5P12	ribosomal protein L5 pseudogene 12	NG_011243	100270833	NG_011243
HGNC:37023	RPL5P13	ribosomal protein L5 pseudogene 13	NG_011247	100270834	NG_011247
HGNC:35924	RPL5P14	ribosomal protein L5 pseudogene 14	NG_011256	100270835	NG_011256
HGNC:36769	RPL5P15	ribosomal protein L5 pseudogene 15	NG_011262	100270836	NG_011262
HGNC:36009	RPL5P16	ribosomal protein L5 pseudogene 16	NG_011269	100270837	NG_011269
HGNC:36605	RPL5P17	ribosomal protein L5 pseudogene 17	NG_011278	100270839	NG_011278
HGNC:36640	RPL5P18	ribosomal protein L5 pseudogene 18	NG_010276	389428	NG_010276
HGNC:36604	RPL5P19	ribosomal protein L5 pseudogene 19	NG_010305	100270906	NG_010305
HGNC:36660	RPL5P20	ribosomal protein L5 pseudogene 20	NG_010394	100131913	NG_010394
HGNC:37029	RPL5P21	ribosomal protein L5 pseudogene 21	NG_011273	100270838	NG_011273
HGNC:35695	RPL5P22	ribosomal protein L5 pseudogene 22	NG_011351	389644	NG_011351
HGNC:36553	RPL5P23	ribosomal protein L5 pseudogene 23	NG_011285	100270840	NG_011285
HGNC:35828	RPL5P24	ribosomal protein L5 pseudogene 24	NG_011288	100270841	NG_011288
HGNC:35493	RPL5P25	ribosomal protein L5 pseudogene 25	NG_010517	100271204	NG_010517
HGNC:36247	RPL5P26	ribosomal protein L5 pseudogene 26	NG_010525	100271206	NG_010525
HGNC:36172	RPL5P27	ribosomal protein L5 pseudogene 27	NG_011070	100129998	NG_011070
HGNC:36827	RPL5P28	ribosomal protein L5 pseudogene 28	NG_011076	100131535	NG_011076
HGNC:36335	RPL5P29	ribosomal protein L5 pseudogene 29	NG_010050	390158	NG_010050
HGNC:35837	RPL5P30	ribosomal protein L5 pseudogene 30	NG_011357	645160	NG_011357
HGNC:42036	RPL5P31	ribosomal protein L5 pseudogene 31		341674	NG_009871
HGNC:36973	RPL5P32	ribosomal protein L5 pseudogene 32	NG_010532	100271207	NG_009846
HGNC:36703	RPL5P33	ribosomal protein L5 pseudogene 33	NG_010584	100130929	NG_010584
HGNC:36463	RPL5P34	ribosomal protein L5 pseudogene 34	NG_010237	388907	NG_010237
HGNC:36967	RPL5P35	ribosomal protein L5 pseudogene 35	NG_010574	100129647	NG_010574
HGNC:10362	RPL6	ribosomal protein L6		6128	NM_000970
HGNC:35972	RPL6P1	ribosomal protein L6 pseudogene 1	NG_010027	440587	NG_010027
HGNC:35964	RPL6P2	ribosomal protein L6 pseudogene 2	NG_011031	343495	NG_011031
HGNC:35925	RPL6P3	ribosomal protein L6 pseudogene 3	NG_010044	391181	NG_010044
HGNC:36344	RPL6P4	ribosomal protein L6 pseudogene 4	NG_010981	645054	NG_010981
HGNC:36199	RPL6P5	ribosomal protein L6 pseudogene 5	NG_011303	100270844	NG_011303
HGNC:36673	RPL6P6	ribosomal protein L6 pseudogene 6	NG_011311	100270845	NG_011311
HGNC:35801	RPL6P7	ribosomal protein L6 pseudogene 7	NG_009953	100270848	NG_009953
HGNC:37044	RPL6P8	ribosomal protein L6 pseudogene 8	NG_011224	100133100	NG_011224
HGNC:36484	RPL6P9	ribosomal protein L6 pseudogene 9	NG_011322	100270847	NG_008951
HGNC:36575	RPL6P10	ribosomal protein L6 pseudogene 10	NG_010033	642828	NG_010033
HGNC:35681	RPL6P12	ribosomal protein L6 pseudogene 12	NG_010311	100270907	NG_010311
HGNC:36399	RPL6P13	ribosomal protein L6 pseudogene 13	NG_010698	643974	NG_010698
HGNC:35661	RPL6P14	ribosomal protein L6 pseudogene 14	NG_011328	391679	NG_011328
HGNC:36903	RPL6P15	ribosomal protein L6 pseudogene 15	NG_011297	100270843	NG_011297
HGNC:35674	RPL6P16	ribosomal protein L6 pseudogene 16	NG_011360	728365	NG_011360
HGNC:36914	RPL6P17	ribosomal protein L6 pseudogene 17	NG_010828	100131229	NG_010828
HGNC:36911	RPL6P18	ribosomal protein L6 pseudogene 18	NG_011144	100131805	NG_011144
HGNC:36754	RPL6P19	ribosomal protein L6 pseudogene 19	NG_010443	646483	NG_010443
HGNC:36543	RPL6P20	ribosomal protein L6 pseudogene 20	NG_006618	285900	NG_006618
HGNC:35994	RPL6P21	ribosomal protein L6 pseudogene 21	NG_011317	100270846	NG_011317
HGNC:36220	RPL6P22	ribosomal protein L6 pseudogene 22	NG_010561	388460	NG_010561
HGNC:36343	RPL6P24	ribosomal protein L6 pseudogene 24	NG_010958	100271034	NG_010958
HGNC:36840	RPL6P25	ribosomal protein L6 pseudogene 25	NG_010323	401725	NG_010323
HGNC:36152	RPL6P26	ribosomal protein L6 pseudogene 26	NG_010962	100271035	NG_010962
HGNC:36133	RPL6P27	ribosomal protein L6 pseudogene 27	NG_009652	645387	NG_009652
HGNC:36065	RPL6P28	ribosomal protein L6 pseudogene 28	NG_010536	100271208	NG_010536
HGNC:36382	RPL6P29	ribosomal protein L6 pseudogene 29	NG_010304	392505	NG_010304
HGNC:36171	RPL6P30	ribosomal protein L6 pseudogene 30	NG_010970	139452	NG_010970
HGNC:10363	RPL7	ribosomal protein L7	NM_000971	6129	NM_000971
HGNC:10364	RPL7A	ribosomal protein L7a	NM_000972	6130	NM_000972
HGNC:10365	RPL7AL1~withdrawn	entry withdrawn			
HGNC:10366	RPL7AP1~withdrawn	entry withdrawn			
HGNC:23552	RPL7AP2	ribosomal protein L7a pseudogene 2	NG_009399	652978	NG_009399
HGNC:23553	RPL7AP3	ribosomal protein L7a pseudogene 3		654370	NG_009375
HGNC:23554	RPL7AP4	ribosomal protein L7a pseudogene 4	NG_009400	652985	NG_009400
HGNC:19781	RPL7AP5	ribosomal protein L7a pseudogene 5	NG_002561	326309	NG_002561
HGNC:19785	RPL7AP6	ribosomal protein L7a pseudogene 6	NG_002562	326310	NG_002562
HGNC:21395	RPL7AP7	ribosomal protein L7a pseudogene 7	NG_002738	353013	NG_002738
HGNC:23738	RPL7AP8	ribosomal protein L7a pseudogene 8	NG_005665	340749	NG_005665
HGNC:32398	RPL7AP9	ribosomal protein L7a pseudogene 9	NG_010228	441642	NG_010228
HGNC:32433	RPL7AP10	ribosomal protein L7a pseudogene 10	NG_001317	161406	NG_001317
HGNC:35242	RPL7AP11	ribosomal protein L7a pseudogene 11	NG_009397	728992	NG_009397
HGNC:16562	RPL7AP12	ribosomal protein L7a pseudogene 12	NG_000969.3	128668	NG_000969
HGNC:16565	RPL7AP13	ribosomal protein L7a pseudogene 13	NG_000974	128748	NG_000974
HGNC:16590	RPL7AP14	ribosomal protein L7a pseudogene 14	NG_000999	140756	NG_000999
HGNC:36873	RPL7AP15	ribosomal protein L7a pseudogene 15	NG_010250	100270895	NG_010250
HGNC:35898	RPL7AP16	ribosomal protein L7a pseudogene 16	NG_010253	100270896	NG_010253
HGNC:36501	RPL7AP17	ribosomal protein L7a pseudogene 17	NG_010257	100270897	NG_010257
HGNC:35613	RPL7AP18	ribosomal protein L7a pseudogene 18	NG_009561	390993	NG_009561
HGNC:36820	RPL7AP19	ribosomal protein L7a pseudogene 19	NG_010967	100271036	NG_010967
HGNC:36358	RPL7AP20	ribosomal protein L7a pseudogene 20	NG_010971	100271037	NG_010971
HGNC:37020	RPL7AP21	ribosomal protein L7a pseudogene 21	NG_010978	100271038	NG_010978
HGNC:36592	RPL7AP22	ribosomal protein L7a pseudogene 22	NG_010986	100271039	NG_010986
HGNC:36884	RPL7AP23	ribosomal protein L7a pseudogene 23	NG_010992	100271040	NG_010992
HGNC:36588	RPL7AP24	ribosomal protein L7a pseudogene 24	NG_010997	100271041	NG_010997
HGNC:36714	RPL7AP25	ribosomal protein L7a pseudogene 25	NG_011001	100271042	NG_011001
HGNC:36815	RPL7AP26	ribosomal protein L7a pseudogene 26	NG_010339	728128	NG_010339
HGNC:36806	RPL7AP27	ribosomal protein L7a pseudogene 27	NG_010457	152663	NG_010457
HGNC:35656	RPL7AP28	ribosomal protein L7a pseudogene 28	NG_010540	100271209	NG_010540
HGNC:36394	RPL7AP29	ribosomal protein L7a pseudogene 29	NG_011005	100271043	NG_011005
HGNC:35757	RPL7AP30	ribosomal protein L7a pseudogene 30	NG_011047	441034	NG_011047
HGNC:36857	RPL7AP31	ribosomal protein L7a pseudogene 31	NG_011300	728315	NG_011300
HGNC:36415	RPL7AP32	ribosomal protein L7a pseudogene 32	NG_010602	133748	NG_010602
HGNC:36679	RPL7AP33	ribosomal protein L7a pseudogene 33	NG_011377	391850	NG_011377
HGNC:36778	RPL7AP34	ribosomal protein L7a pseudogene 34	NG_010352	441154	NG_010352
HGNC:36113	RPL7AP35	ribosomal protein L7a pseudogene 35	NG_010549	100271210	NG_010549
HGNC:36356	RPL7AP36	ribosomal protein L7a pseudogene 36	NG_010595	728179	NG_010595
HGNC:36507	RPL7AP37	ribosomal protein L7a pseudogene 37	NG_010716	645257	NG_008462
HGNC:36161	RPL7AP38	ribosomal protein L7a pseudogene 38	NG_009419	442660	NG_009419
HGNC:35881	RPL7AP39	ribosomal protein L7a pseudogene 39	NG_010410	646476	NG_010410
HGNC:35883	RPL7AP40	ribosomal protein L7a pseudogene 40	NG_009431	442712	NG_009431
HGNC:36403	RPL7AP41	ribosomal protein L7a pseudogene 41	NG_010563	100271213	NG_010563
HGNC:36716	RPL7AP42	ribosomal protein L7a pseudogene 42	NG_010571	100271215	NG_010571
HGNC:35775	RPL7AP43	ribosomal protein L7a pseudogene 43	NG_010732	644236	NG_010732
HGNC:36645	RPL7AP44	ribosomal protein L7a pseudogene 44	NG_011356	100271398	NG_011356
HGNC:35935	RPL7AP45	ribosomal protein L7a pseudogene 45	NG_010378	100132678	NG_021655
HGNC:35698	RPL7AP46	ribosomal protein L7a pseudogene 46	NG_010499	441440	NG_010499
HGNC:36833	RPL7AP47	ribosomal protein L7a pseudogene 47	NG_010554	100271211	NG_010554
HGNC:35953	RPL7AP48	ribosomal protein L7a pseudogene 48	NG_010558	100271212	NG_010558
HGNC:35507	RPL7AP49	ribosomal protein L7a pseudogene 49	NG_011370	100271214	NG_011370
HGNC:36117	RPL7AP50	ribosomal protein L7a pseudogene 50	NG_003062	87688	NG_003062
HGNC:36826	RPL7AP51	ribosomal protein L7a pseudogene 51	NG_010899	100271533	NG_010899
HGNC:36233	RPL7AP52	ribosomal protein L7a pseudogene 52	NG_010903	100271534	NG_010903
HGNC:36392	RPL7AP53	ribosomal protein L7a pseudogene 53	NG_011194	401640	NG_011194
HGNC:36264	RPL7AP54	ribosomal protein L7a pseudogene 54	NG_010447	390228	NG_010447
HGNC:36314	RPL7AP55	ribosomal protein L7a pseudogene 55	NG_010910	100271535	NG_010910
HGNC:35585	RPL7AP56	ribosomal protein L7a pseudogene 56	NG_010915	100271536	NG_010915
HGNC:36551	RPL7AP57	ribosomal protein L7a pseudogene 57	NG_010920	100271537	NG_010920
HGNC:36586	RPL7AP58	ribosomal protein L7a pseudogene 58	NG_011385	645846	NG_011385
HGNC:35637	RPL7AP59~withdrawn	symbol withdrawn, see RPL7AP9			
HGNC:35859	RPL7AP60	ribosomal protein L7a pseudogene 60	NG_010924	100271538	NG_010924
HGNC:35482	RPL7AP61	ribosomal protein L7a pseudogene 61	NG_010928	100271539	NG_010928
HGNC:36890	RPL7AP62	ribosomal protein L7a pseudogene 62	NG_010977	644029	NG_010977
HGNC:35504	RPL7AP63	ribosomal protein L7a pseudogene 63	NG_011041	401865	NG_011041
HGNC:35821	RPL7AP64	ribosomal protein L7a pseudogene 64	NG_011376	728486	NG_011376
HGNC:37031	RPL7AP65	ribosomal protein L7a pseudogene 65	NG_010952	100271543	NG_010952
HGNC:35682	RPL7AP66	ribosomal protein L7a pseudogene 66	NG_010633	388474	NG_010633
HGNC:35537	RPL7AP67	ribosomal protein L7a pseudogene 67	NG_010944	100271542	NG_010944
HGNC:37014	RPL7AP68~withdrawn	symbol withdrawn, see RPL7AP10			
HGNC:36697	RPL7AP69	ribosomal protein L7a pseudogene 69	NG_010957	100271545	NG_010957
HGNC:36752	RPL7AP70	ribosomal protein L7a pseudogene 70	NG_010403	728139	NG_010403
HGNC:35754	RPL7AP71	ribosomal protein L7a pseudogene 71	NG_010209	100271399	NG_010209
HGNC:36442	RPL7AP72	ribosomal protein L7a pseudogene 72	NG_009639	100270754	NG_009639
HGNC:41968	RPL7AP73	ribosomal protein L7a pseudogene 73		100873817	NG_032383
HGNC:21370	RPL7L1	ribosomal protein L7 like 1	XM_209769	285855	NM_198486
HGNC:39455	RPL7L1P1	ribosomal protein L7 like 1 pseudogene 1	NG_009895	100129260	NG_009895
HGNC:39484	RPL7L1P2	ribosomal protein L7 like 1 pseudogene 2		100420155	NG_026460
HGNC:39485	RPL7L1P3	ribosomal protein L7 like 1 pseudogene 3		100131964	NG_008930
HGNC:39486	RPL7L1P4	ribosomal protein L7 like 1 pseudogene 4		100130968	NG_009915
HGNC:39487	RPL7L1P5	ribosomal protein L7 like 1 pseudogene 5	NG_022451	390800	NG_022451
HGNC:39488	RPL7L1P6	ribosomal protein L7 like 1 pseudogene 6	NG_024947	100420201	NG_008768
HGNC:39489	RPL7L1P7	ribosomal protein L7 like 1 pseudogene 7	NG_022221	646641	NG_022221
HGNC:39490	RPL7L1P8	ribosomal protein L7 like 1 pseudogene 8	NG_009922	402152	NG_009922
HGNC:39491	RPL7L1P9	ribosomal protein L7 like 1 pseudogene 9	NG_009911	100128899	NG_009911
HGNC:39492	RPL7L1P10	ribosomal protein L7 like 1 pseudogene 10		106480729	NG_043639
HGNC:39493	RPL7L1P11	ribosomal protein L7 like 1 pseudogene 11	NG_009927	347509	NG_009927
HGNC:39811	RPL7L1P12	ribosomal protein L7 like 1 pseudogene 12		100420200	NG_024880
HGNC:44212	RPL7L1P13	ribosomal protein L7 like 1 pseudogene 13		100133103	NG_009923
HGNC:10367	RPL7P1	ribosomal protein L7 pseudogene 1	NG_001193	6174	NG_001193
HGNC:16336	RPL7P2	ribosomal protein L7 pseudogene 2		140695	NG_000981
HGNC:16566	RPL7P3	ribosomal protein L7 pseudogene 3		140857	NG_001005
HGNC:21634	RPL7P4	ribosomal protein L7 pseudogene 4	NG_009564	100133037	NG_009564
HGNC:28886	RPL7P5	ribosomal protein L7 pseudogene 5	NG_009530	654381	NG_009530
HGNC:32430	RPL7P6	ribosomal protein L7 pseudogene 6	NG_005389	90193	NG_005389
HGNC:36895	RPL7P7	ribosomal protein L7 pseudogene 7	NG_005688	644896	NG_005688
HGNC:35914	RPL7P8	ribosomal protein L7 pseudogene 8	NG_010218	441896	NG_010218
HGNC:37028	RPL7P9	ribosomal protein L7 pseudogene 9	NG_007184	653702	NG_007184
HGNC:36599	RPL7P10	ribosomal protein L7 pseudogene 10	NG_010722	646538	NG_010722
HGNC:35667	RPL7P11	ribosomal protein L7 pseudogene 11	NG_011186	100270823	NG_011186
HGNC:36611	RPL7P12	ribosomal protein L7 pseudogene 12	NG_010041	100131085	NG_010041
HGNC:36861	RPL7P13	ribosomal protein L7 pseudogene 13	NG_010878	130728	NG_010878
HGNC:35984	RPL7P14	ribosomal protein L7 pseudogene 14	NG_011075	100129743	NG_011075
HGNC:36740	RPL7P15	ribosomal protein L7 pseudogene 15	NG_009964	100270850	NG_009964
HGNC:36591	RPL7P16	ribosomal protein L7 pseudogene 16	NG_010415	729677	NG_010415
HGNC:36116	RPL7P17	ribosomal protein L7 pseudogene 17	NG_009971	100270851	NG_009971
HGNC:36949	RPL7P18	ribosomal protein L7 pseudogene 18	NG_009976	100270852	NG_009976
HGNC:36268	RPL7P19	ribosomal protein L7 pseudogene 19	NG_009983	100270853	NG_009983
HGNC:36013	RPL7P20	ribosomal protein L7 pseudogene 20	NG_010025	728843	NG_010025
HGNC:36762	RPL7P21	ribosomal protein L7 pseudogene 21	NG_010188	729123	NG_009062
HGNC:35802	RPL7P22	ribosomal protein L7 pseudogene 22	NG_009670	728620	NG_009670
HGNC:35658	RPL7P23	ribosomal protein L7 pseudogene 23	NG_010343	648000	NG_010343
HGNC:36715	RPL7P24	ribosomal protein L7 pseudogene 24	NG_010787	100127893	NG_010787
HGNC:36455	RPL7P25	ribosomal protein L7 pseudogene 25	NG_009529	100129061	NG_009529
HGNC:36630	RPL7P26	ribosomal protein L7 pseudogene 26	NG_009536	728380	NG_009536
HGNC:36649	RPL7P27	ribosomal protein L7 pseudogene 27	NG_010353	643906	NG_010353
HGNC:35899	RPL7P28	ribosomal protein L7 pseudogene 28	NG_011375	442242	NG_011375
HGNC:35700	RPL7P29	ribosomal protein L7 pseudogene 29	NG_010680	643971	NG_010680
HGNC:36151	RPL7P30	ribosomal protein L7 pseudogene 30	NG_010316	100270908	NG_010316
HGNC:36988	RPL7P31	ribosomal protein L7 pseudogene 31	NG_010320	100270909	NG_010320
HGNC:35692	RPL7P32	ribosomal protein L7 pseudogene 32	NG_010411	100130892	NG_010411
HGNC:35937	RPL7P33	ribosomal protein L7 pseudogene 33	NG_010731	286348	NG_010731
HGNC:36181	RPL7P34	ribosomal protein L7 pseudogene 34	NG_010538	389992	NG_010538
HGNC:36153	RPL7P35	ribosomal protein L7 pseudogene 35	NG_010577	100271216	NG_010577
HGNC:37045	RPL7P36	ribosomal protein L7 pseudogene 36	NG_010586	100271218	NG_010586
HGNC:36656	RPL7P37	ribosomal protein L7 pseudogene 37	NG_010766	439954	NG_010766
HGNC:36731	RPL7P38	ribosomal protein L7 pseudogene 38	NG_010219	120872	NG_010219
HGNC:36214	RPL7P39	ribosomal protein L7 pseudogene 39	NG_010581	100271217	NG_010581
HGNC:36031	RPL7P40	ribosomal protein L7 pseudogene 40	NG_010600	100271220	NG_010600
HGNC:36297	RPL7P41	ribosomal protein L7 pseudogene 41	NG_010611	100271222	NG_010611
HGNC:35543	RPL7P42	ribosomal protein L7 pseudogene 42	NG_010616	100271223	NG_010616
HGNC:36441	RPL7P43	ribosomal protein L7 pseudogene 43	NG_010619	100271224	NG_010619
HGNC:36143	RPL7P44	ribosomal protein L7 pseudogene 44	NG_010043	390413	NG_010043
HGNC:35522	RPL7P45	ribosomal protein L7 pseudogene 45	NG_010625	100271225	NG_010625
HGNC:36706	RPL7P46	ribosomal protein L7 pseudogene 46	NG_010773	642451	NG_010773
HGNC:35913	RPL7P47	ribosomal protein L7 pseudogene 47	NG_004804	146110	NG_004804
HGNC:35540	RPL7P48	ribosomal protein L7 pseudogene 48	NG_010260	388401	NG_010260
HGNC:36912	RPL7P49	ribosomal protein L7 pseudogene 49	NG_010606	100271221	NG_010606
HGNC:35816	RPL7P50	ribosomal protein L7 pseudogene 50	NG_010543	729449	NG_010543
HGNC:36432	RPL7P51	ribosomal protein L7 pseudogene 51	NG_010631	100271226	NG_010631
HGNC:35676	RPL7P52	ribosomal protein L7 pseudogene 52	NG_009750	646912	NG_009750
HGNC:36831	RPL7P53	ribosomal protein L7 pseudogene 53	NG_010222	100271145	NG_010222
HGNC:36817	RPL7P54	ribosomal protein L7 pseudogene 54	NG_010226	100271146	NG_010226
HGNC:36105	RPL7P55	ribosomal protein L7 pseudogene 55	NG_010232	100271147	NG_010232
HGNC:35588	RPL7P56	ribosomal protein L7 pseudogene 56	NG_010676	728962	NG_010676
HGNC:35901	RPL7P57	ribosomal protein L7 pseudogene 57	NG_010930	643507	NG_010930
HGNC:49214	RPL7P58	ribosomal protein L7 pseudogene 58		646346	NG_009918
